Date,Open,High,Low,Close,Change,y,Change%,Volume('000 shares),RSV,%K,%D,DI,EMA12,EMA26,DIF,MACD
2020/2/10,321.5,328,321,327.5,-0.5,4,-0.15,30814.424,0.694444444,0.614204667,0.487620399,326,327.6770833,332.0432692,-4.366185897,-1.652065527
2020/2/7,330,330.5,326,328,-4.5,-0.5,-1.35,30055.327,0.722222222,0.574084779,0.424328265,328.125,329.3125,332.2980769,-2.985576923,-1.09642094
2020/2/6,329.5,332.5,329,332.5,5,-4.5,1.53,29659.094,0.897435897,0.500016057,0.349450008,331.625,330.3854167,332.4807692,-2.095352564,-0.642539174
2020/2/5,329,329.5,324.5,327.5,2.5,5,0.77,36601.453,0.5,0.301306137,0.274166983,327.25,331,332.4134615,-1.413461538,-0.186520655
2020/2/4,319,326,318,325,10,2.5,3.17,52208.496,0.322580645,0.201959206,0.260597407,323.5,331.7708333,332.7788462,-1.008012821,0.269319801
2020/2/3,315,316.5,312,315,-5,10,-1.56,59711.849,0,0.141648486,0.289916507,314.625,332.25,333.5625,-1.3125,0.700409544
2020/1/31,323,323.5,319,320,3.5,-5,1.11,62912.055,0.118644068,0.212472729,0.364050517,320.625,333.5,334.6346154,-1.134615385,1.217236467
2020/1/30,326,326,316.5,316.5,-16.5,3.5,-4.95,126820.049,0,0.25938706,0.439839411,318.875,334.5,335.25,-0.75,1.798433048
2020/1/20,334,335.5,333,333,0,-16.5,0,35551.203,0.212121212,0.38908059,0.530065587,333.625,336.25,336.0528846,0.197115385,2.4315349
2020/1/17,334,335.5,332,333,-1.5,0,-0.45,53908.097,0.212121212,0.47756028,0.600558085,333.375,336.5625,335.9278846,0.634615385,3.058671652
2020/1/16,330,336.5,330,334.5,-5.5,-1.5,-1.62,58217.42,0.303030303,0.610279813,0.662056987,333.875,336.4166667,335.3173077,1.099358974,3.803596866
2020/1/15,345,345,337.5,340,-6,-5.5,-1.73,54575.274,0.636363636,0.763904569,0.687945574,340.625,336.5520833,334.5432692,2.008814103,4.698272792
2020/1/14,345.5,346,344.5,346,4.5,-6,1.32,30368.993,1,0.827675035,0.649966076,345.625,336.2708333,333.5817308,2.689102564,5.642806268
2020/1/13,342,342,339,341.5,2,4.5,0.59,30663.332,1,0.741512552,0.561111597,341,335.2083333,332.3365385,2.871794872,6.630876068
2020/1/10,340.5,341,336,339.5,2,2,0.59,27880.115,1,0.612268828,0.47091112,339,334.53125,331.1923077,3.338942308,7.775373932
2020/1/9,335,337.5,333.5,337.5,8,2,2.43,32397.504,0.8,0.418403242,0.400232266,336.5,334,329.9038462,4.096153846,8.933226496
2020/1/8,325,333,325,329.5,0,8,0,37913.748,0,0.227604863,0.391146778,329.25,333.6979167,328.75,4.947916667,9.940527066
2020/1/7,332.5,333,326.5,329.5,-2.5,0,-0.75,51746.181,0,0.341407294,0.472917735,329.625,333.75,327.9086538,5.841346154,10.75997151
2020/1/6,333,334.5,332,332,-7.5,-2.5,-2.21,45677.057,0.117647059,0.512110942,0.538672956,332.625,334.34375,327.0048077,7.338942308,11.40108618
2020/1/3,344,345,335.5,339.5,0.5,-7.5,0.15,42023.268,1,0.709342883,0.551953963,339.875,335.28125,326.1298077,9.151442308,11.79309117
2020/1/2,332.5,339,332.5,339,8,0.5,2.42,33282.12,1,0.564014324,0.473259503,337.375,335.5,324.9903846,10.50961538,11.89618946
2019/12/31,331,333.5,331,331,-3.5,8,-1.05,22950.517,0.222222222,0.346021486,0.427882092,331.625,335.4375,323.8557692,11.58173077,11.73539886
2019/12/30,338,339,334,334.5,-3.5,-3.5,-1.04,21591.263,0.35483871,0.407921119,0.468812395,335.5,336.1145833,322.9423077,13.17227564,11.31801994
2019/12/27,335,338,335,338,5,-3.5,1.5,16677.806,0.5625,0.434462323,0.499258033,337.25,335.6875,321.9278846,13.75961538,10.55528846
2019/12/26,333,334,331.5,333,0,5,0,11427.884,0.25,0.370443484,0.531655888,332.875,334.0416667,320.8798077,13.16185897,9.564636752
2019/12/25,332,334.5,331,333,1,0,0.3,12262.954,0.25,0.430665227,0.61226209,332.875,332.4479167,320.125,12.32291667,8.521990741
2019/12/24,334,334.5,332,332,-2,1,-0.6,13783.907,0.1875,0.52099784,0.703060522,332.625,331.0104167,319.3990385,11.61137821,7.432425214
2019/12/23,329.5,334,329.5,334,5,-2,1.52,26911.34,0.576923077,0.68774676,0.794091863,332.875,329.3958333,318.5288462,10.86698718,6.299056268
2019/12/20,332,333,328.5,329,-6,5,-1.79,86280.459,0.492063492,0.743158601,0.847264414,329.875,327.59375,317.5144231,10.07932692,5.192930912
2019/12/19,340,342,335,335,-9.5,-6,-2.76,55667.012,0.682539683,0.868706156,0.899317321,336.75,325.5625,316.5,9.0625,4.165687322
2019/12/18,341.5,345,341.5,344.5,-0.5,-9.5,-0.14,42486.841,0.984375,0.961789393,0.914622903,343.875,323.0416667,315.2163462,7.825320513,3.272524929
2019/12/17,335,345,335,345,9,-0.5,2.68,41428.458,1,0.950496589,0.891039659,342.5,320,313.6923077,6.307692308,2.576655983
2019/12/16,336.5,338.5,336,336,-3,9,-0.88,48340.188,0.909090909,0.925744884,0.861311193,336.625,316.96875,312.125,4.84375,2.12829416
2019/12/13,340,343,338,339,7.5,-3,2.26,60843.939,1,0.934071872,0.829094348,339.75,314.7395833,310.9615385,3.778044872,1.916310541
2019/12/12,325,334.5,324,331.5,12.5,7.5,3.92,52801.851,1,0.901107807,0.776605586,330.375,312.28125,309.7644231,2.516826923,1.873486467
2019/12/11,314,319,313,319,5.5,12.5,1.75,34329.148,1,0.851661711,0.714354475,317.5,310.40625,308.9951923,1.411057692,1.994212963
2019/12/10,315,315.5,312.5,313.5,-2.5,5.5,-0.79,20847.594,0.772727273,0.777492566,0.645700858,313.75,309.6041667,308.6923077,0.911858974,2.268963675
2019/12/9,314,316.5,314,316,3,-2.5,0.96,23556.081,1,0.779875213,0.579805003,315.625,309.21875,308.3846154,0.834134615,2.621349715
2019/12/6,315,316,311,313,1,3,0.32,18402.703,1,0.66981282,0.479769899,313.25,308.75,307.7259615,1.024038462,2.975783476
2019/12/5,309,312,309,312,6,1,1.96,39349.842,1,0.50471923,0.384748438,311.25,308.75,307.1875,1.5625,3.372150997
2019/12/4,305,306,304,306,-1,6,-0.33,34911.686,0.166666667,0.257078845,0.324763042,305.5,308.9791667,306.7067308,2.272435897,3.778668091
2019/12/3,305,307,305,307,-0.5,-1,-0.16,27686.319,0.333333333,0.302284933,0.358605141,306.5,309.3541667,306.4182692,2.935897436,4.184116809
2019/12/2,307,308,306.5,307.5,2.5,-0.5,0.82,25516.807,0.294117647,0.286760733,0.386765245,307.375,309.3541667,305.9615385,3.392628205,4.571670228
2019/11/29,309,309.5,305,305,-4.5,2.5,-1.45,32423.561,0,0.283082277,0.4367675,306.125,309.03125,305.4278846,3.603365385,4.922364672
2019/11/28,310,312,308.5,309.5,-1.5,-4.5,-0.48,19718.982,0.3125,0.424623415,0.513610112,309.875,308.8020833,304.9182692,3.883814103,5.208689459
2019/11/27,307.5,311.5,307.5,311,4,-1.5,1.3,18527.648,0.5,0.480685123,0.558103461,310.25,308.3333333,304.25,4.083333333,5.479700855
2019/11/26,310,310.5,307,307,0,4,0,101916.622,0.304347826,0.471027684,0.59681263,307.875,307.625,303.6009615,4.024038462,5.746527778
2019/11/25,310.5,310.5,307,307,-2,0,-0.65,19855.177,0.304347826,0.554367613,0.659705103,307.875,307.5,302.9086538,4.591346154,6.076923077
2019/11/22,310,310.5,308,309,-2,-2,-0.64,26492.984,0.47826087,0.679377506,0.712373849,309.125,307.5625,302.3413462,5.221153846,6.375979345
2019/11/21,309.5,311,307,311,-2.5,-2,-0.8,30163.833,0.714285714,0.779935825,0.72887202,310,307.6666667,301.7451923,5.921474359,6.625712251
2019/11/20,314,314,312,313.5,-1.5,-2.5,-0.48,24538.973,0.892857143,0.81276088,0.703340117,313.25,307.6354167,301.2115385,6.423878205,6.809472934
2019/11/19,312.5,315,311,315,4,-1.5,1.29,33096.197,1,0.772712748,0.648629736,314,307.0104167,300.4615385,6.548878205,6.928596866
2019/11/18,308.5,311,307,311,4,4,1.3,18741.325,1,0.659069122,0.58658823,310,305.71875,299.5384615,6.180288462,7.049679487
2019/11/15,305.5,307.5,304.5,307,3.5,4,1.15,29038.445,0.6,0.488603683,0.550347784,306.5,304.8229167,298.5,6.322916667,7.202991453
2019/11/14,304.5,305,302,303.5,-0.5,3.5,-0.16,15734.835,0.25,0.432905525,0.581219835,303.5,304.1770833,297.6923077,6.484775641,7.378383191
2019/11/13,303,304,301.5,304,-1,-0.5,-0.33,18422.438,0.416666667,0.524358287,0.65537699,303.375,303.71875,296.7211538,6.997596154,7.600338319
2019/11/12,302.5,305,302,305,4,-1,1.33,19016.708,0.52,0.578204097,0.720886342,304.25,302.9895833,295.7067308,7.282852564,7.891826923
2019/11/11,305,305,300,301,-4.5,4,-1.47,35285.583,0.2,0.607306145,0.792227465,301.75,302.09375,294.625,7.46875,8.24866453
2019/11/8,308.5,309,305.5,305.5,-3.5,-4.5,-1.13,26230.542,0.56,0.810959218,0.884688125,306.375,301.3541667,293.7788462,7.575320513,8.645922365
2019/11/7,310,310,306.5,309,-2,-3.5,-0.64,28453.659,0.878787879,0.936438827,0.921552579,308.625,300.1979167,292.7019231,7.49599359,9.022792023
2019/11/6,309,311.5,308,311,0.5,-2,0.16,22149.743,1,0.965264301,0.914109454,310.375,298.9270833,291.2884615,7.638621795,9.449519231
2019/11/5,307.5,310.5,307,310.5,3.5,0.5,1.14,32253.184,1,0.947896451,0.888532031,309.625,297.21875,289.6586538,7.560096154,9.843126781
2019/11/4,302.5,308,301,307,8,3.5,2.68,45155.671,1,0.921844677,0.858849821,305.75,295.84375,287.9423077,7.901442308,10.22667379
2019/11/1,299.5,299.5,296.5,299,0.5,8,0.17,30216.678,0.923076923,0.882767015,0.827352394,298.5,294.8333333,286.3509615,8.482371795,10.54780983
2019/10/31,300,301.5,298.5,298.5,-1,0.5,-0.33,43123.514,0.894736842,0.862612061,0.799645083,299.25,294.6354167,285.0144231,9.62099359,10.81285613
2019/10/30,298.5,299.5,296.5,299.5,1,-1,0.34,32370.342,1,0.84654967,0.768161594,298.75,294.1770833,283.6826923,10.49439103,10.95174501
2019/10/29,297,298.5,296.5,298.5,4,1,1.36,37130.131,1,0.769824506,0.728967556,298,293.4479167,282.4038462,11.04407051,10.92236467
2019/10/28,295,295.5,294,294.5,1,4,0.34,20216.561,0.692307692,0.654736758,0.708539082,294.625,292.1979167,281.2307692,10.96714744,10.72818732
2019/10/25,294.5,294.5,292.5,293.5,0.5,1,0.17,25082.711,0.538461538,0.635951291,0.735440243,293.5,291.4375,280.1009615,11.33653846,10.42263177
2019/10/24,294.5,294.5,291,293,0,0.5,0,29040.827,0.461538462,0.684696168,0.785184719,292.875,290.1666667,278.9855769,11.18108974,9.970708689
2019/10/23,293.5,293.5,290.5,293,-1,0,-0.34,30382.408,0.75862069,0.796275021,0.835428995,292.5,288.84375,277.8317308,11.01201923,9.432959402
2019/10/22,292.5,294,291.5,294,4,-1,1.38,26525.02,0.827586207,0.815102187,0.855005982,293.375,287.4791667,276.6875,10.79166667,8.849626068
2019/10/21,291,291,288.5,290,-3,4,-1.02,35860.365,0.648648649,0.808860177,0.87495788,289.875,286.34375,275.4759615,10.86778846,8.243411681
2019/10/18,293,295.5,291,293,-0.5,-3,-0.17,45460.984,0.825,0.888965941,0.908006731,293.125,285.3854167,274.5144231,10.87099359,7.641915954
2019/10/17,295,295.5,292,293.5,-3,-0.5,-1.01,41920.938,0.85,0.920948911,0.917527126,293.625,283.6145833,273.3846154,10.22996795,7.04718661
2019/10/16,298,298,293.5,296.5,3,-3,1.02,42917.144,1,0.956423367,0.915816233,296.125,281.4791667,272.1826923,9.296474359,6.531962251
2019/10/15,293.5,296,292,293.5,3.5,3,1.21,54754.83,1,0.93463505,0.895512667,293.75,278.8854167,270.6682692,8.217147436,6.074786325
2019/10/14,291.5,291.5,288.5,290,8,3.5,2.84,53403.517,1,0.901952575,0.875951475,290,276.4375,269.1682692,7.269230769,5.693287037
2019/10/9,283.5,286,282,282,-4.5,8,-1.57,34895.456,0.756756757,0.852928863,0.862950925,283,274.25,267.9086538,6.341346154,5.399839744
2019/10/8,283.5,286.5,282.5,286.5,8.5,-4.5,3.06,39868.551,1,0.901014916,0.867961956,285.5,272.71875,266.9567308,5.762019231,5.240384615
2019/10/7,279,279.5,277.5,278,1.5,8.5,0.54,17750.23,0.866666667,0.851522374,0.851435476,278.25,271.0520833,265.7163462,5.335737179,5.189814815
2019/10/4,279.5,280,275,276.5,0,1.5,0,35814.613,0.78125,0.843950228,0.851392026,277,270.15625,264.7019231,5.454326923,5.229522792
2019/10/3,274,277.5,274,276.5,-3,0,-1.07,35874.864,0.78125,0.875300342,0.855112926,276.125,269.1770833,263.6586538,5.518429487,5.260149573
2019/10/2,280,281,279,279.5,-0.5,-3,-0.18,30572.953,0.96875,0.922325512,0.845019218,279.75,268.2083333,262.6153846,5.592948718,5.252047721
2019/10/1,273,280.5,273,280,8,-0.5,2.94,75248.89,1,0.899113269,0.80636607,278.375,266.8020833,261.6201923,5.181891026,5.237268519
2019/9/27,271.5,272.5,271,272,4,8,1.49,44242.817,1,0.848669903,0.759992471,271.875,265.5,260.7163462,4.783653846,5.249287749
2019/9/26,269,269.5,266.5,268,2,4,0.75,34128.103,1,0.773004854,0.715653755,268,264.6666667,260.0384615,4.628205128,5.25
2019/9/25,262.5,266,262,266,1,2,0.38,23244.163,0.777777778,0.659507281,0.686978206,265,264.40625,259.5,4.90625,5.220530627
2019/9/24,263.5,265.5,262,265,1,1,0.38,24304.943,0.555555556,0.600372033,0.700713668,264.375,264.3020833,258.9951923,5.306891026,5.108707265
2019/9/23,264,264,263,264,0,1,0,14220.208,0.454545455,0.622780272,0.750884485,263.75,264.1354167,258.4423077,5.693108974,4.889690171
2019/9/20,266,266.5,264,264,-1,0,-0.38,44555.865,0.454545455,0.706897681,0.814936592,264.625,263.5520833,257.8221154,5.729967949,4.596955128
2019/9/19,268,268,264,265,-2,-1,-0.75,27165.567,0.636363636,0.833073794,0.868956047,265.5,262.7291667,257.2836538,5.445512821,4.24332265
2019/9/18,267,269.5,266.5,267,2,-2,0.75,51360.759,1,0.931428873,0.886897174,267.5,262.0416667,256.5817308,5.459935897,3.853632479
2019/9/17,266.5,266.5,264.5,265,-0.5,2,-0.19,30069.844,0.9375,0.897143309,0.864631324,265.25,261.2708333,255.9807692,5.290064103,3.391737892
2019/9/16,262,265.5,261.5,265.5,3,-0.5,1.14,38913.966,1,0.876964964,0.848375332,264.5,260.2708333,255.4807692,4.790064103,2.885950855
2019/9/12,265,265,261.5,262.5,-0.5,3,-0.19,38792.293,0.772727273,0.815447446,0.834080516,262.875,259.21875,254.8557692,4.362980769,2.363425926
2019/9/11,264,264.5,260.5,263,1.5,-0.5,0.57,36266.015,0.818181818,0.836807532,0.84339705,262.75,258.1354167,254.2355769,3.899839744,1.769853989
2019/9/10,263.5,264,260.5,261.5,-3.5,1.5,-1.32,30019.866,0.681818182,0.84612039,0.846691809,261.875,256.9895833,253.6538462,3.335737179,1.128828348
2019/9/9,265.5,266,263.5,265,1.5,-3.5,0.57,17317.833,1,0.928271493,0.846977519,264.875,256.3229167,253.2644231,3.05849359,0.447916667
2019/9/6,265,265,263,263.5,0.5,1.5,0.19,26609.515,1,0.89240724,0.806330532,263.75,255.4895833,252.9423077,2.547275641,-0.251869658
2019/9/5,263,263,260.5,263,5.5,0.5,2.14,49041.728,1,0.83861086,0.763292179,262.375,254.6979167,252.7596154,1.938301282,-0.913995726
2019/9/4,254,258,254,257.5,3.5,5.5,1.38,23697.733,0.857142857,0.75791629,0.725632838,256.75,254,252.6971154,1.302884615,-1.534633191
2019/9/3,256.5,258,253,254,-3.5,3.5,-1.36,26086.495,0.523809524,0.708303007,0.709491112,254.75,253.59375,252.8557692,0.737980769,-2.143696581
2019/9/2,258,258,256,257.5,-1.5,-3.5,-0.58,14776.854,0.857142857,0.800549748,0.710085164,257.25,253.1979167,253.1105769,0.087339744,-2.759793447
2019/8/30,256.5,259,256,259,5,-1.5,1.97,35299.201,1,0.772253194,0.664852872,258.25,252.3958333,253.375,-0.979166667,-3.32247151
2019/8/29,253,254,251,254,2,5,0.79,20085.767,0.916666667,0.658379791,0.611152712,253.25,251.7604167,253.6298077,-1.869391026,-3.729077635
2019/8/28,250.5,253,250.5,252,2,2,0.8,15280.882,0.583333333,0.529236353,0.587539172,251.875,251.2604167,254.0528846,-2.792467949,-3.96011396
2019/8/27,250.5,251,248.5,250,1.5,2,0.6,53664.951,0.307692308,0.502187862,0.616690582,249.875,251.2604167,254.5,-3.239583333,-3.971955128
2019/8/26,249,250.5,248.5,248.5,-5.5,1.5,-2.17,31740.62,0.076923077,0.59943564,0.673941941,249,251.4583333,254.8701923,-3.411858974,-3.786858974
2019/8/23,253.5,254.5,253,254,0,-5.5,0,14772.877,0.9375,0.860691921,0.711195092,253.875,251.3958333,255.0432692,-3.647435897,-3.447827635
2019/8/22,257,257.5,254,254,-0.5,0,-0.2,22136.84,0.9375,0.822287881,0.636446678,254.875,250.8020833,254.9807692,-4.178685897,-2.908742877
2019/8/21,254.5,255,253,254.5,0,-0.5,0,20269.296,1,0.764681822,0.543526076,254.25,250.1979167,255.0048077,-4.806891026,-2.156071937
2019/8/20,254,254.5,252.5,254.5,2.5,0,0.99,20620.494,1,0.647022733,0.432948203,254,249.9895833,254.9663462,-4.976762821,-1.182959402
2019/8/19,251.5,253,250.5,252,2,2.5,0.8,25098.514,0.785714286,0.4705341,0.325910939,251.875,250.1979167,254.8365385,-4.638621795,-0.052439459
2019/8/16,249.5,252,248,250,2,2,0.81,25696.715,0.5,0.312944006,0.253599358,250,250.7916667,254.7403846,-3.948717949,1.153222934
2019/8/15,247,248.5,246,248,-1.5,2,-0.6,28277.412,0.214285714,0.21941601,0.223927034,247.625,251.6875,254.5865385,-2.899038462,2.371883903
2019/8/14,252.5,254,249.5,249.5,3,-1.5,1.22,36336.703,0.3,0.221981157,0.226182547,250.625,252.7916667,254.3653846,-1.573717949,3.530359687
2019/8/13,249,249.5,246.5,246.5,-4.5,3,-1.79,25045.107,0,0.182971736,0.228283241,247.25,253.6875,254.0480769,-0.360576923,4.624732906
2019/8/12,254.5,254.5,251,251,-2.5,-4.5,-0.99,24732.603,0.333333333,0.274457604,0.250938994,251.875,255.09375,253.8894231,1.204326923,5.617076211
2019/8/8,248,254,248,253.5,5.5,-2.5,2.22,30140.266,0.482758621,0.245019739,0.239179689,252.25,256.1770833,253.5817308,2.595352564,6.42619302
2019/8/7,250,250.5,246.5,248,-0.5,5.5,-0.2,29435.46,0.103448276,0.126150298,0.236259664,248.25,257.1770833,253.2259615,3.951121795,7.029825499
2019/8/6,240,250,240,248.5,2,-0.5,0.81,58916.879,0.108108108,0.13750131,0.291314346,246.75,258.4479167,253.25,5.197916667,7.414173789
2019/8/5,251,252,245.5,246.5,-5,2,-1.99,52835.721,0,0.152197911,0.368220864,247.625,259.5104167,253.2980769,6.212339744,7.543714387
2019/8/2,252,253.5,250.5,251.5,-5,-5,-1.95,54165.644,0,0.228296866,0.476232341,251.75,260,252.9807692,7.019230769,7.480413105
2019/8/1,257.5,257.5,255.5,256.5,-3,-5,-1.16,30107.526,0,0.342445299,0.600200079,256.5,260.0416667,252.5144231,7.52724359,7.26593661
2019/7/31,260,260,257,259.5,-0.5,-3,-0.19,36365.601,0.083333333,0.513667948,0.729077469,259,259.9583333,251.6826923,8.275641026,6.927083333
2019/7/30,262.5,263,260,260,-1,-0.5,-0.38,22895.612,0.545454545,0.728835256,0.83678223,260.75,259.4791667,250.9086538,8.570512821,6.431356838
2019/7/29,260,262,259.5,261,0,-1,0,18473.32,0.692307692,0.820525611,0.890755717,260.875,258.6354167,250.1490385,8.486378205,5.893696581
2019/7/26,261,262.5,261,261,-4,0,-1.51,20768.071,0.692307692,0.88463457,0.92587077,261.375,257.6770833,249.6490385,8.028044872,5.363425926
2019/7/25,264,265,261.5,265,0,-4,0,30698.545,1,0.980798008,0.94648887,264.125,256.3958333,248.9855769,7.41025641,4.806891026
2019/7/24,266.5,266.5,263,265,1,0,0.38,24511.039,1,0.971197013,0.9293343,264.875,254.5416667,248.1778846,6.363782051,4.286324786
2019/7/23,265.5,266.5,262.5,264,0,1,0,29273.223,1,0.956795519,0.908402944,264.25,252.6666667,247.0240385,5.642628205,3.800836895
2019/7/22,263,264,262,264,5,0,1.93,31863.639,1,0.935193278,0.884206656,263.5,250.90625,245.8173077,5.088942308,3.362891738
2019/7/19,259.5,261,259,259,5,5,1.97,59879.798,1,0.902789918,0.858713345,259.5,249.2708333,244.7932692,4.477564103,2.980235043
2019/7/18,252,254.5,251.5,254,2,5,0.79,20908.575,0.857142857,0.854184876,0.836675059,253.5,247.8958333,244.0817308,3.814102564,2.750979345
2019/7/17,254,254,251,252,-4,2,-1.56,34346.648,0.714285714,0.852705886,0.827920151,252.25,247.5104167,243.7788462,3.731570513,2.661858974
2019/7/16,254,256.5,253.5,256,1.5,-4,0.59,26141.249,1,0.921915972,0.815527283,255.5,247.15625,243.4423077,3.713942308,2.641737892
2019/7/15,251,254.5,249.5,254.5,4,1.5,1.6,34264.3,1,0.882873958,0.762332939,253.25,245.8125,242.7932692,3.019230769,2.595797721
2019/7/12,252,252,249.5,250.5,0.5,4,0.2,23868.432,1,0.824310936,0.702062429,250.625,244.6770833,241.9519231,2.725160256,2.580306268
2019/7/11,250,250,247.5,250,3,0.5,1.21,31296.289,1,0.736466404,0.640938175,249.375,243.3645833,241.3701923,1.994391026,2.556356838
2019/7/10,243,247,243,247,5,3,2.07,23812.131,0.8,0.604699607,0.593174061,246,242.4895833,240.7884615,1.701121795,2.621972934
2019/7/9,241.5,243,240.5,242,-0.5,5,-0.21,16538.987,0.3,0.50704941,0.587411288,241.875,242.0729167,240.4278846,1.645032051,2.78392094
2019/7/8,240,244.5,240,242.5,-0.5,-0.5,-0.21,29190.909,0.551724138,0.610574115,0.627592227,242.375,242.5729167,240.1586538,2.414262821,3.011485043
2019/7/5,244.5,245,241.5,243,-1,-0.5,-0.41,27317.074,0.586206897,0.639999103,0.636101284,243.125,242.71875,239.7067308,3.012019231,3.169604701
2019/7/4,244.5,245,242.5,244,1.5,-1,0.62,18691.24,0.655172414,0.666895207,0.634152374,243.875,242.71875,239.1682692,3.550480769,3.172631766
2019/7/3,244,245,242,242.5,-6.5,1.5,-2.61,29549.774,0.551724138,0.672756603,0.617780958,243,241.96875,238.6682692,3.300480769,3.037660256
2019/7/2,249.5,250,247.5,249,0.5,-6.5,0.2,26832.202,1,0.733272836,0.590293135,248.875,241.125,238.2451923,2.879807692,2.796296296
2019/7/1,245.5,250,245,248.5,9.5,0.5,3.97,66370.875,1,0.599909253,0.518803285,248,240.125,237.6153846,2.509615385,2.51460114
2019/6/28,241.5,241.5,238,239,-1.5,9.5,-0.62,28085.212,0.321428571,0.39986388,0.478250301,239.375,239.5416667,236.9567308,2.584935897,2.163461538
2019/6/27,236,241.5,236,240.5,6,-1.5,2.56,42007.834,0.483870968,0.439081534,0.517443511,239.625,240.0625,236.9038462,3.158653846,1.67218661
2019/6/26,235,236.5,234,234.5,-4,6,-1.68,28770.041,0.096774194,0.416686817,0.5566245,234.875,240.3854167,236.6923077,3.693108974,0.978810541
2019/6/25,241,241.5,237,238.5,-2.5,-4,-1.04,29735.283,0.35483871,0.576643129,0.626593341,238.875,240.6979167,236.8605769,3.837339744,0.070601852
2019/6/24,241,242,240,241,-7.5,-2.5,-3.02,43460.507,0.516129032,0.687545339,0.651568446,241,240.0729167,237.0336538,3.039262821,-1.025641026
2019/6/21,248,248.5,246,248.5,3.5,-7.5,1.43,62136.304,1,0.773253493,0.63358,247.875,239.6145833,237.2788462,2.335737179,-2.211894587
2019/6/20,242,245.5,241,245,1,3.5,0.41,39717.291,0.923076923,0.659880239,0.563743254,244.125,238.4791667,237.3509615,1.128205128,-3.52394943
2019/6/19,242.5,244,240.5,244,8.5,1,3.61,50234.372,0.857142857,0.528281897,0.515674761,243.125,237.8541667,237.5096154,0.344551282,-4.79789886
2019/6/18,234,235.5,233,235.5,2.5,8.5,1.07,28798.087,0.25,0.363851418,0.509371192,234.875,237.1666667,237.8173077,-0.650641026,-6.077902422
2019/6/17,231.5,235,230.5,233,-3,2.5,-1.27,51692.012,0.071428571,0.420777126,0.58213108,232.875,236.8125,238.6490385,-1.836538462,-7.316773504
2019/6/14,238.5,239.5,236,236,-4,-3,-1.67,35403.556,0.285714286,0.595451404,0.662808057,236.875,236.5,239.5817308,-3.081730769,-8.449964387
2019/6/13,242.5,244,240,240,-6,-4,-2.44,33731.724,0.571428571,0.750319963,0.696486383,241,236,240.4807692,-4.480769231,-9.478276353
2019/6/12,244.5,247.5,243,246,1.5,-6,0.61,30409.556,1,0.839765658,0.669569593,245.625,235.25,241.2788462,-6.028846154,-10.35870726
2019/6/11,240,246,239,244.5,4.5,1.5,1.88,34691.67,1,0.759648488,0.584471561,243.5,234.15625,241.7932692,-7.637019231,-11.06152066
2019/6/10,237.5,240,234.5,240,8,4.5,3.45,35521.888,1,0.639472731,0.496883098,238.625,233.1041667,242.5769231,-9.47275641,-11.5400641
2019/6/6,231.5,232,229.5,232,-3,8,-1.28,34651.731,0.294117647,0.459209097,0.425588281,231.375,233.0520833,243.3894231,-10.33733974,-11.72533832
2019/6/5,238,238,234,235,2,-3,0.86,35901.584,0.647058824,0.541754822,0.408777873,235.5,233.28125,244.4567308,-11.17548077,-11.72133191
2019/6/4,237.5,238,233,233,-5,2,-2.1,24443.428,0.411764706,0.489102821,0.342289398,234.25,233.59375,245.3942308,-11.80048077,-11.49065171
2019/6/3,235.5,238.5,232,238,2.5,-5,1.06,36687.092,1,0.527771879,0.268882686,236.625,234.3541667,246.3894231,-12.03525641,-11.01469017
2019/5/31,232,237.5,231,235.5,4.5,2.5,1.95,49163.217,0.705882353,0.291657818,0.13943809,234.875,235.25,247.5865385,-12.33653846,-10.39191595
2019/5/30,230,231.5,229,231,1.5,4.5,0.65,40375.328,0.176470588,0.084545551,0.063328226,230.625,236.4895833,248.8942308,-12.40464744,-9.53659188
2019/5/29,228,230.5,227,229.5,-1,1.5,-0.43,32260.236,0,0.038583032,0.052719564,229.125,237.9583333,250.3125,-12.35416667,-8.539975071
2019/5/28,232,232,230.5,230.5,-0.5,-1,-0.22,99322.033,0.029411765,0.057874548,0.059787829,230.875,239.7916667,251.7355769,-11.94391026,-7.446937322
2019/5/27,234,235,231,231,-2,-0.5,-0.86,37447.033,0.052631579,0.07210594,0.06074447,232,241.9270833,253.0673077,-11.14022436,-6.309918091
2019/5/24,230,234,230,233,3,-2,1.3,38226.789,0.157894737,0.08184312,0.055063735,232.5,244.0208333,254.3221154,-10.30128205,-5.177350427
2019/5/23,233.5,233.5,230,230,-8,3,-3.36,62258.627,0,0.043817312,0.041674042,230.875,246.3333333,255.4326923,-9.099358974,-3.952635328
2019/5/22,236.5,240.5,235.5,238,4,-8,1.71,36289.034,0.181818182,0.065725968,0.040602408,238,248.90625,256.4230769,-7.516826923,-2.678952991
2019/5/21,233.5,236,232.5,234,-4,4,-1.68,82872.775,0,0.007679861,0.028040628,234.125,250.65625,257.0865385,-6.430288462,-1.437589031
2019/5/20,242.5,243,238,238,-3.5,-4,-1.45,47097.661,0,0.011519791,0.038221011,239.25,253.1354167,257.7740385,-4.638621795,-0.178596866
2019/5/17,249,249,241.5,241.5,-5.5,-3.5,-2.23,40006.856,0,0.017279687,0.051571621,243.375,254.84375,258.2788462,-3.435096154,1.009526353
